from,to,x1,y1,z1,x2,y2,z2,th1_a,th2_a,th1_b,th2_b,dTh1,dTh2,dZ,dist_xyz,rep,time_ms
E3,T4,-207.0,-342.0,28.0,175.0,-8.0,147.0,-122.91269320332108,3.9492909450046634,-52.601651287123126,129.94443805183695,70.31104191619795,125.99514710683229,119.0,521.1919032371858,3,1134.7437233665335
E3,T5,-207.0,-342.0,28.0,330.0,-5.0,25.0,-122.91269320332108,3.9492909450046634,-30.63151571123601,69.42528215850687,92.28117749208508,65.47599121350221,3.0,633.9929021684707,1,702.1970756969015
E3,T5,-207.0,-342.0,28.0,330.0,-5.0,25.0,-122.91269320332108,3.9492909450046634,-30.63151571123601,69.42528215850687,92.28117749208508,65.47599121350221,3.0,633.9929021684707,2,718.6696494018533
E3,T5,-207.0,-342.0,28.0,330.0,-5.0,25.0,-122.91269320332108,3.9492909450046634,-30.63151571123601,69.42528215850687,92.28117749208508,65.47599121350221,3.0,633.9929021684707,3,758.5840996500845
E3,T6,-207.0,-342.0,28.0,330.0,-5.0,147.0,-122.91269320332108,3.9492909450046634,-30.63151571123601,69.42528215850687,92.28117749208508,65.47599121350221,119.0,645.057361790407,1,782.3374764567438
E3,T6,-207.0,-342.0,28.0,330.0,-5.0,147.0,-122.91269320332108,3.9492909450046634,-30.63151571123601,69.42528215850687,92.28117749208508,65.47599121350221,119.0,645.057361790407,2,831.1709257022425
E3,T6,-207.0,-342.0,28.0,330.0,-5.0,147.0,-122.91269320332108,3.9492909450046634,-30.63151571123601,69.42528215850687,92.28117749208508,65.47599121350221,119.0,645.057361790407,3,785.8240909239228
E4,E1,-207.0,-192.0,28.0,207.0,-342.0,28.0,-175.44815568334178,91.11833911238998,-60.5427438858443,3.9492909450046634,114.90541179749748,87.16904816738531,0.0,440.33623516581054,1,870.2062263951775
E4,E1,-207.0,-192.0,28.0,207.0,-342.0,28.0,-175.44815568334178,91.11833911238998,-60.5427438858443,3.9492909450046634,114.90541179749748,87.16904816738531,0.0,440.33623516581054,2,876.596991019163
E4,E1,-207.0,-192.0,28.0,207.0,-342.0,28.0,-175.44815568334178,91.11833911238998,-60.5427438858443,3.9492909450046634,114.90541179749748,87.16904816738531,0.0,440.33623516581054,3,858.7574257095033
E4,E2,-207.0,-192.0,28.0,207.0,-192.0,28.0,-175.44815568334178,91.11833911238998,-81.14223010514085,91.11833911238998,94.30592557820093,0.0,0.0,414.0,1,716.7641663616743
E4,E2,-207.0,-192.0,28.0,207.0,-192.0,28.0,-175.44815568334178,91.11833911238998,-81.14223010514085,91.11833911238998,94.30592557820093,0.0,0.0,414.0,2,764.4664577905453
E4,E2,-207.0,-192.0,28.0,207.0,-192.0,28.0,-175.44815568334178,91.11833911238998,-81.14223010514085,91.11833911238998,94.30592557820093,0.0,0.0,414.0,3,763.2353158316596
E4,E3,-207.0,-192.0,28.0,-207.0,-342.0,28.0,-175.44815568334178,91.11833911238998,-122.91269320332108,3.9492909450046634,52.5354624800207,87.16904816738531,0.0,150.0,1,822.8951102351458
E4,E3,-207.0,-192.0,28.0,-207.0,-342.0,28.0,-175.44815568334178,91.11833911238998,-122.91269320332108,3.9492909450046634,52.5354624800207,87.16904816738531,0.0,150.0,2,771.6659949676196
E4,E3,-207.0,-192.0,28.0,-207.0,-342.0,28.0,-175.44815568334178,91.11833911238998,-122.91269320332108,3.9492909450046634,52.5354624800207,87.16904816738531,0.0,150.0,3,832.7588260602097
E4,T1,-207.0,-192.0,28.0,290.0,-200.0,25.0,-175.44815568334178,91.11833911238998,-59.224278860592435,57.034975047121236,116.22387682274935,34.08336406526874,3.0,497.07343521858013,1,887.641152789779
E4,T1,-207.0,-192.0,28.0,290.0,-200.0,25.0,-175.44815568334178,91.11833911238998,-59.224278860592435,57.034975047121236,116.22387682274935,34.08336406526874,3.0,497.07343521858013,2,934.1860524561102
E4,T1,-207.0,-192.0,28.0,290.0,-200.0,25.0,-175.44815568334178,91.11833911238998,-59.224278860592435,57.034975047121236,116.22387682274935,34.08336406526874,3.0,497.07343521858013,3,884.0061993054308
E4,T2,-207.0,-192.0,28.0,290.0,-200.0,147.0,-175.44815568334178,91.11833911238998,-59.224278860592435,57.034975047121236,116.22387682274935,34.08336406526874,119.0,511.1105555552536,1,876.4387631764388
E4,T2,-207.0,-192.0,28.0,290.0,-200.0,147.0,-175.44815568334178,91.11833911238998,-59.224278860592435,57.034975047121236,116.22387682274935,34.08336406526874,119.0,511.1105555552536,2,901.0704797739623
E4,T2,-207.0,-192.0,28.0,290.0,-200.0,147.0,-175.44815568334178,91.11833911238998,-59.224278860592435,57.034975047121236,116.22387682274935,34.08336406526874,119.0,511.1105555552536,3,920.6121726067324
E4,T3,-207.0,-192.0,28.0,175.0,-8.0,25.0,-175.44815568334178,91.11833911238998,-52.601651287123126,129.94443805183695,122.84650439621865,38.82609893944698,3.0,424.0153299115493,1,943.0019353926746
